pair_id,survey_q_id,survey_text,acs_q_id,acs_text,subtopic
CPS_0550,CPS_64,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0551,CPS_64,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0552,CPS_64,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0553,CPS_64,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0554,CPS_65,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0555,CPS_65,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0556,CPS_65,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0557,CPS_65,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0558,CPS_65,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0559,CPS_65,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0560,CPS_66,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0561,CPS_66,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0562,CPS_66,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0563,CPS_66,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0564,CPS_66,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0565,CPS_66,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0566,CPS_67,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0567,CPS_67,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0568,CPS_67,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0569,CPS_67,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0570,CPS_67,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0571,CPS_67,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0572,CPS_68,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0573,CPS_68,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0574,CPS_68,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0575,CPS_68,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0576,CPS_68,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0577,CPS_68,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0578,CPS_69,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0579,CPS_69,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0580,CPS_69,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0581,CPS_69,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0582,CPS_69,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0583,CPS_69,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0584,CPS_70,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0585,CPS_70,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0586,CPS_70,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0587,CPS_70,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0588,CPS_70,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0589,CPS_70,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0590,CPS_76,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0591,CPS_76,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0592,CPS_76,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0593,CPS_76,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0594,CPS_76,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0595,CPS_76,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0596,CPS_77,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0597,CPS_77,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0598,CPS_77,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0599,CPS_77,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0600,CPS_77,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0601,CPS_77,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0602,CPS_78,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0603,CPS_78,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0604,CPS_78,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0605,CPS_78,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0606,CPS_78,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0607,CPS_78,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0608,CPS_79,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0609,CPS_79,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0610,CPS_79,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0611,CPS_79,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0612,CPS_79,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0613,CPS_79,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0614,CPS_80,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0615,CPS_80,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0616,CPS_80,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0617,CPS_80,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0618,CPS_80,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0619,CPS_80,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0620,CPS_81,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0621,CPS_81,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0622,CPS_81,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0623,CPS_81,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0624,CPS_81,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0625,CPS_81,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0626,CPS_82,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0627,CPS_82,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0628,CPS_82,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0629,CPS_82,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0630,CPS_82,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0631,CPS_82,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0632,CPS_83,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0633,CPS_83,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0634,CPS_83,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0635,CPS_83,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0636,CPS_83,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0637,CPS_83,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0638,CPS_84,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0639,CPS_84,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0640,CPS_84,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0641,CPS_84,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0642,CPS_84,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0643,CPS_84,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0644,CPS_85,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0645,CPS_85,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0646,CPS_85,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0647,CPS_85,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0648,CPS_85,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0649,CPS_85,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0650,CPS_91,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0651,CPS_91,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0652,CPS_91,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0653,CPS_91,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0654,CPS_91,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0655,CPS_91,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0656,CPS_92,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0657,CPS_92,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0658,CPS_92,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0659,CPS_92,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0660,CPS_92,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0661,CPS_92,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0662,CPS_93,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0663,CPS_93,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0664,CPS_93,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0665,CPS_93,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0666,CPS_93,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0667,CPS_93,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0668,CPS_94,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0669,CPS_94,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0670,CPS_94,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0671,CPS_94,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0672,CPS_94,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0673,CPS_94,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0674,CPS_95,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0675,CPS_95,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0676,CPS_95,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0677,CPS_95,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0678,CPS_95,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0679,CPS_95,Does (your/his/her) disability prevent (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0680,CPS_96,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0681,CPS_96,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0682,CPS_96,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0683,CPS_96,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0684,CPS_96,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0685,CPS_96,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0686,CPS_97,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0687,CPS_97,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0688,CPS_97,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0689,CPS_97,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0690,CPS_97,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
CPS_0691,CPS_97,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_89,"Because of a physical, mental, or emotional condition, does this person have difficulty doing errands alone such as visiting a doctor’s office or shopping?",Disability
CPS_0692,CPS_98,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_84,Is this person deaf or does he/she have serious difficulty hearing?,Disability
CPS_0693,CPS_98,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_85,Is this person blind or does he/she have serious difficulty seeing even when wearing glasses?,Disability
CPS_0694,CPS_98,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_86,"Because of a physical, mental, or emotional condition, does this person have serious difficulty concentrating, remembering, or making decisions",Disability
CPS_0695,CPS_98,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_87,Does this person have serious difficulty walking or climbing stairs?,Disability
CPS_0696,CPS_98,(Do / Does) (name/you) have a disability that prevents (you/he/she) from accepting any kind of work during the next six months?,ACS_88,Does this person have difficulty dressing or bathing?,Disability
