pair_id,survey_q_id,survey_text,acs_q_id,acs_text,subtopic
CPS_0000,CPS_6,(What are the names of all persons living or staying here? / What is the name of the next person,ACS_19,How many people are living or staying at this address?,Population
CPS_0001,CPS_6,(What are the names of all persons living or staying here? / What is the name of the next person,ACS_20,Please print today’s date.,Population
CPS_0002,CPS_10,Are there any other persons 15 years old or older now living or staying there? (Who have not been listed.) How many other?,ACS_19,How many people are living or staying at this address?,Population
CPS_0003,CPS_10,Are there any other persons 15 years old or older now living or staying there? (Who have not been listed.) How many other?,ACS_20,Please print today’s date.,Population
CPS_0004,CPS_11,I have listed . . . READ NAMES Have I missed any babies or small children?,ACS_19,How many people are living or staying at this address?,Population
CPS_0005,CPS_11,I have listed . . . READ NAMES Have I missed any babies or small children?,ACS_20,Please print today’s date.,Population
CPS_0006,CPS_12,"Have I missed anyone who usually lives here but is away now -traveling, at school, or in a hospital?",ACS_19,How many people are living or staying at this address?,Population
CPS_0007,CPS_12,"Have I missed anyone who usually lives here but is away now -traveling, at school, or in a hospital?",ACS_20,Please print today’s date.,Population
CPS_0008,CPS_31,"Since our last interview, has any household member had any changes in his or her Marital Status?",ACS_90,What is this person’s marital status?,Marital Status
CPS_0009,CPS_31,"Since our last interview, has any household member had any changes in his or her Marital Status?",ACS_91,In the past 12 MONTHS did this person get  a. Married? b. Widowed? c. Divorced?,Marital Status
CPS_0010,CPS_31,"Since our last interview, has any household member had any changes in his or her Marital Status?",ACS_92,How many times has this person been married?,Marital Status
CPS_0011,CPS_31,"Since our last interview, has any household member had any changes in his or her Marital Status?",ACS_93,In what year did this person last get married?,Marital Status
CPS_0012,CPS_32,"(Are / Is) (name/you) now married, widowed, divorced, separated or never married?",ACS_90,What is this person’s marital status?,Marital Status
CPS_0013,CPS_32,"(Are / Is) (name/you) now married, widowed, divorced, separated or never married?",ACS_91,In the past 12 MONTHS did this person get  a. Married? b. Widowed? c. Divorced?,Marital Status
CPS_0014,CPS_32,"(Are / Is) (name/you) now married, widowed, divorced, separated or never married?",ACS_92,How many times has this person been married?,Marital Status
CPS_0015,CPS_32,"(Are / Is) (name/you) now married, widowed, divorced, separated or never married?",ACS_93,In what year did this person last get married?,Marital Status
CPS_0016,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0017,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0018,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0019,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0020,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0021,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0022,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0023,CPS_105,How many hours per week (do/does) (name/you) USUALLY work at (your/his/her) (job?/ main job?),ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0024,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0025,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0026,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0027,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0028,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0029,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0030,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0031,CPS_106,How many hours per week (do/does) (you/he/she) USUALLY work at (your/his/her) other (job/ jobs)?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0032,CPS_107,(Do / Does) (you/he/she) usually work 35 hours or more per week (at (your/his/her) job/in the family business/ at all (your/his/her) jobs combined)?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0033,CPS_107,(Do / Does) (you/he/she) usually work 35 hours or more per week (at (your/his/her) job/in the family business/ at all (your/his/her) jobs combined)?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0034,CPS_107,(Do / Does) (you/he/she) usually work 35 hours or more per week (at (your/his/her) job/in the family business/ at all (your/his/her) jobs combined)?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0035,CPS_107,(Do / Does) (you/he/she) usually work 35 hours or more per week (at (your/his/her) job/in the family business/ at all (your/his/her) jobs combined)?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0036,CPS_107,(Do / Does) (you/he/she) usually work 35 hours or more per week (at (your/his/her) job/in the family business/ at all (your/his/her) jobs combined)?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0037,CPS_107,(Do / Does) (you/he/she) usually work 35 hours or more per week (at (your/his/her) job/in the family business/ at all (your/his/her) jobs combined)?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0038,CPS_107,(Do / Does) (you/he/she) usually work 35 hours or more per week (at (your/his/her) job/in the family business/ at all (your/his/her) jobs combined)?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0039,CPS_107,(Do / Does) (you/he/she) usually work 35 hours or more per week (at (your/his/her) job/in the family business/ at all (your/his/her) jobs combined)?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0040,CPS_111,"Now I have some questions about the exact number of hours (name/you) worked (THE WEEK BEFORE LAST/LAST WEEK). (THE WEEK BEFORE LAST/LAST WEEK), did (you/he/she) lose or take off any hours from ((his/her) MAIN job/work), for ANY reason such as illness, slack work, vacation, or holiday?",ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0041,CPS_111,"Now I have some questions about the exact number of hours (name/you) worked (THE WEEK BEFORE LAST/LAST WEEK). (THE WEEK BEFORE LAST/LAST WEEK), did (you/he/she) lose or take off any hours from ((his/her) MAIN job/work), for ANY reason such as illness, slack work, vacation, or holiday?",ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0042,CPS_111,"Now I have some questions about the exact number of hours (name/you) worked (THE WEEK BEFORE LAST/LAST WEEK). (THE WEEK BEFORE LAST/LAST WEEK), did (you/he/she) lose or take off any hours from ((his/her) MAIN job/work), for ANY reason such as illness, slack work, vacation, or holiday?",ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0043,CPS_111,"Now I have some questions about the exact number of hours (name/you) worked (THE WEEK BEFORE LAST/LAST WEEK). (THE WEEK BEFORE LAST/LAST WEEK), did (you/he/she) lose or take off any hours from ((his/her) MAIN job/work), for ANY reason such as illness, slack work, vacation, or holiday?",ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0044,CPS_111,"Now I have some questions about the exact number of hours (name/you) worked (THE WEEK BEFORE LAST/LAST WEEK). (THE WEEK BEFORE LAST/LAST WEEK), did (you/he/she) lose or take off any hours from ((his/her) MAIN job/work), for ANY reason such as illness, slack work, vacation, or holiday?",ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0045,CPS_111,"Now I have some questions about the exact number of hours (name/you) worked (THE WEEK BEFORE LAST/LAST WEEK). (THE WEEK BEFORE LAST/LAST WEEK), did (you/he/she) lose or take off any hours from ((his/her) MAIN job/work), for ANY reason such as illness, slack work, vacation, or holiday?",ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0046,CPS_111,"Now I have some questions about the exact number of hours (name/you) worked (THE WEEK BEFORE LAST/LAST WEEK). (THE WEEK BEFORE LAST/LAST WEEK), did (you/he/she) lose or take off any hours from ((his/her) MAIN job/work), for ANY reason such as illness, slack work, vacation, or holiday?",ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0047,CPS_111,"Now I have some questions about the exact number of hours (name/you) worked (THE WEEK BEFORE LAST/LAST WEEK). (THE WEEK BEFORE LAST/LAST WEEK), did (you/he/she) lose or take off any hours from ((his/her) MAIN job/work), for ANY reason such as illness, slack work, vacation, or holiday?",ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0048,CPS_112,How many hours did (name/you) take off?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0049,CPS_112,How many hours did (name/you) take off?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0050,CPS_112,How many hours did (name/you) take off?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0051,CPS_112,How many hours did (name/you) take off?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0052,CPS_112,How many hours did (name/you) take off?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0053,CPS_112,How many hours did (name/you) take off?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0054,CPS_112,How many hours did (name/you) take off?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0055,CPS_112,How many hours did (name/you) take off?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0056,CPS_113,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) work any overtime or extra hours (at (his/her) MAIN job that / that)(you/he/she) (do/does) not usually work?",ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0057,CPS_113,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) work any overtime or extra hours (at (his/her) MAIN job that / that)(you/he/she) (do/does) not usually work?",ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0058,CPS_113,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) work any overtime or extra hours (at (his/her) MAIN job that / that)(you/he/she) (do/does) not usually work?",ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0059,CPS_113,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) work any overtime or extra hours (at (his/her) MAIN job that / that)(you/he/she) (do/does) not usually work?",ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0060,CPS_113,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) work any overtime or extra hours (at (his/her) MAIN job that / that)(you/he/she) (do/does) not usually work?",ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0061,CPS_113,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) work any overtime or extra hours (at (his/her) MAIN job that / that)(you/he/she) (do/does) not usually work?",ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0062,CPS_113,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) work any overtime or extra hours (at (his/her) MAIN job that / that)(you/he/she) (do/does) not usually work?",ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0063,CPS_113,"(THE WEEK BEFORE LAST/LAST WEEK), did (name/you) work any overtime or extra hours (at (his/her) MAIN job that / that)(you/he/she) (do/does) not usually work?",ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0064,CPS_114,How many ADDITIONAL hours did (you/he/she) work?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0065,CPS_114,How many ADDITIONAL hours did (you/he/she) work?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0066,CPS_114,How many ADDITIONAL hours did (you/he/she) work?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0067,CPS_114,How many ADDITIONAL hours did (you/he/she) work?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0068,CPS_114,How many ADDITIONAL hours did (you/he/she) work?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0069,CPS_114,How many ADDITIONAL hours did (you/he/she) work?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0070,CPS_114,How many ADDITIONAL hours did (you/he/she) work?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0071,CPS_114,How many ADDITIONAL hours did (you/he/she) work?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0072,CPS_115,"(LAST WEEK/THE WEEK BEFORE LAST), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) (job?/MAIN job?)?",ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0073,CPS_115,"(LAST WEEK/THE WEEK BEFORE LAST), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) (job?/MAIN job?)?",ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0074,CPS_115,"(LAST WEEK/THE WEEK BEFORE LAST), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) (job?/MAIN job?)?",ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0075,CPS_115,"(LAST WEEK/THE WEEK BEFORE LAST), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) (job?/MAIN job?)?",ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0076,CPS_115,"(LAST WEEK/THE WEEK BEFORE LAST), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) (job?/MAIN job?)?",ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0077,CPS_115,"(LAST WEEK/THE WEEK BEFORE LAST), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) (job?/MAIN job?)?",ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0078,CPS_115,"(LAST WEEK/THE WEEK BEFORE LAST), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) (job?/MAIN job?)?",ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0079,CPS_115,"(LAST WEEK/THE WEEK BEFORE LAST), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) (job?/MAIN job?)?",ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0080,CPS_116,"(THE WEEK BEFORE LAST/LAST WEEK), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) other (job/ jobs?)?",ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0081,CPS_116,"(THE WEEK BEFORE LAST/LAST WEEK), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) other (job/ jobs?)?",ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0082,CPS_116,"(THE WEEK BEFORE LAST/LAST WEEK), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) other (job/ jobs?)?",ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0083,CPS_116,"(THE WEEK BEFORE LAST/LAST WEEK), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) other (job/ jobs?)?",ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0084,CPS_116,"(THE WEEK BEFORE LAST/LAST WEEK), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) other (job/ jobs?)?",ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0085,CPS_116,"(THE WEEK BEFORE LAST/LAST WEEK), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) other (job/ jobs?)?",ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0086,CPS_116,"(THE WEEK BEFORE LAST/LAST WEEK), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) other (job/ jobs?)?",ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0087,CPS_116,"(THE WEEK BEFORE LAST/LAST WEEK), how many hours did ( you/he/she) ACTUALLY work at (your/his/her) other (job/ jobs?)?",ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0088,CPS_118,(THE WEEK BEFORE LAST/LAST WEEK) (you/NAME) worked (# hours worked) hours ( /at all jobs). How many of these hours did (you/he/she) telework or work at home for pay?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0089,CPS_118,(THE WEEK BEFORE LAST/LAST WEEK) (you/NAME) worked (# hours worked) hours ( /at all jobs). How many of these hours did (you/he/she) telework or work at home for pay?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0090,CPS_118,(THE WEEK BEFORE LAST/LAST WEEK) (you/NAME) worked (# hours worked) hours ( /at all jobs). How many of these hours did (you/he/she) telework or work at home for pay?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0091,CPS_118,(THE WEEK BEFORE LAST/LAST WEEK) (you/NAME) worked (# hours worked) hours ( /at all jobs). How many of these hours did (you/he/she) telework or work at home for pay?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0092,CPS_118,(THE WEEK BEFORE LAST/LAST WEEK) (you/NAME) worked (# hours worked) hours ( /at all jobs). How many of these hours did (you/he/she) telework or work at home for pay?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0093,CPS_118,(THE WEEK BEFORE LAST/LAST WEEK) (you/NAME) worked (# hours worked) hours ( /at all jobs). How many of these hours did (you/he/she) telework or work at home for pay?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0094,CPS_118,(THE WEEK BEFORE LAST/LAST WEEK) (you/NAME) worked (# hours worked) hours ( /at all jobs). How many of these hours did (you/he/she) telework or work at home for pay?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0095,CPS_118,(THE WEEK BEFORE LAST/LAST WEEK) (you/NAME) worked (# hours worked) hours ( /at all jobs). How many of these hours did (you/he/she) telework or work at home for pay?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0096,CPS_120,What is the main reason (name/you) worked less than 35 hours (THE WEEK BEFORE LAST/LAST WEEK)?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0097,CPS_120,What is the main reason (name/you) worked less than 35 hours (THE WEEK BEFORE LAST/LAST WEEK)?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0098,CPS_120,What is the main reason (name/you) worked less than 35 hours (THE WEEK BEFORE LAST/LAST WEEK)?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0099,CPS_120,What is the main reason (name/you) worked less than 35 hours (THE WEEK BEFORE LAST/LAST WEEK)?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0100,CPS_120,What is the main reason (name/you) worked less than 35 hours (THE WEEK BEFORE LAST/LAST WEEK)?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0101,CPS_120,What is the main reason (name/you) worked less than 35 hours (THE WEEK BEFORE LAST/LAST WEEK)?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0102,CPS_120,What is the main reason (name/you) worked less than 35 hours (THE WEEK BEFORE LAST/LAST WEEK)?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0103,CPS_120,What is the main reason (name/you) worked less than 35 hours (THE WEEK BEFORE LAST/LAST WEEK)?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0104,CPS_128,Is the job from which (name/you) (are / is) on layoff a full time job of 35 hours or more per week?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0105,CPS_128,Is the job from which (name/you) (are / is) on layoff a full time job of 35 hours or more per week?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0106,CPS_128,Is the job from which (name/you) (are / is) on layoff a full time job of 35 hours or more per week?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0107,CPS_128,Is the job from which (name/you) (are / is) on layoff a full time job of 35 hours or more per week?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0108,CPS_128,Is the job from which (name/you) (are / is) on layoff a full time job of 35 hours or more per week?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0109,CPS_128,Is the job from which (name/you) (are / is) on layoff a full time job of 35 hours or more per week?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0110,CPS_128,Is the job from which (name/you) (are / is) on layoff a full time job of 35 hours or more per week?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0111,CPS_128,Is the job from which (name/you) (are / is) on layoff a full time job of 35 hours or more per week?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0112,CPS_153,(Have / Has) (you/he/she) been looking for full time work of 35 hours or more per week?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0113,CPS_153,(Have / Has) (you/he/she) been looking for full time work of 35 hours or more per week?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0114,CPS_153,(Have / Has) (you/he/she) been looking for full time work of 35 hours or more per week?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0115,CPS_153,(Have / Has) (you/he/she) been looking for full time work of 35 hours or more per week?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0116,CPS_153,(Have / Has) (you/he/she) been looking for full time work of 35 hours or more per week?,ACS_12,What is your best estimate of the number of hours per week you usually work at this rate?,"Hours/Week, Weeks/Year"
CPS_0117,CPS_153,(Have / Has) (you/he/she) been looking for full time work of 35 hours or more per week?,ACS_115,"During the PAST 12 MONTHS (52 weeks), did this person work EVERY week? Count paid vacation, paid sick leave, and military service as work","Hours/Week, Weeks/Year"
CPS_0118,CPS_153,(Have / Has) (you/he/she) been looking for full time work of 35 hours or more per week?,ACS_116,"During the PAST 12 MONTHS (52 weeks), how many WEEKS did this person work? Include paid time off and include weeks when the person only worked for a few hours.","Hours/Week, Weeks/Year"
CPS_0119,CPS_153,(Have / Has) (you/he/she) been looking for full time work of 35 hours or more per week?,ACS_117,"During the PAST 12 MONTHS, in the WEEKS WORKED, how many hours did this person usually work each WEEK?","Hours/Week, Weeks/Year"
CPS_0120,CPS_257,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_6,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0121,CPS_257,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_7,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0122,CPS_257,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_10,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
CPS_0123,CPS_257,How many hours (do/does) (name/you) usually work per week at this rate?,ACS_11,How many hours do you usually work per week at this rate?,"Hours/Week, Weeks/Year"
